string_id,gene_name,uniprot_ac,protein_name,degree,degree_cent,betweenness,closeness,eigenvector,pagerank,k_core,clustering_coeff,weighted_degree,community_id,community_size,participation_coeff,within_module_z,num_comm_connected,protein_role,is_essential
9606.ENSP00000364802,HSPA1A,P0DMV9,Heat shock 70 kDa protein 1B,51,0.0032113846735092,3.172207905871709e-06,0.2733738868107245,0.0010304742979503,9.483229155456564e-05,26,0.3427178834080631,43149,3,1094,0.2491349480968857,1.3262097398855657,3,peripheral,0
9606.ENSP00000405330,ESR1,P03372,Estrogen receptor,256,0.0161198916944776,0.0080355013418175,0.3272044373294956,0.0023878662978392,0.0004682794242418,43,0.0941097857957766,218705,7,1183,0.830078125,0.7156134094979582,12,connector,0
9606.ENSP00000363822,AR,P10275,Androgen receptor,140,0.0088155657704174,0.0033664243522787,0.3083966603638349,0.0012484620621748,0.0002827600324238,41,0.1081256042236876,118240,7,1183,0.8227551020408164,0.1409575735695631,11,connector,0
9606.ENSP00000359424,CHUK,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,136,0.0085636924626912,0.0007643163989772,0.2962183813381622,0.0007608417685427,0.0002442048461928,40,0.1733256152328319,119180,1,2329,0.4995674740484429,1.970356291076386,8,peripheral,0
9606.ENSP00000001146,CYP26B1,Q9NR63,Cytochrome P450 26B1,27,0.0017001448271519,0.000103088826421,0.2236172278166209,2.985544112758847e-06,5.979416480566092e-05,22,0.6193530175251023,24311,8,1936,0.139917695473251,0.3222532176497143,2,peripheral,0
9606.ENSP00000260682,CYP2C9,P11712,Cytochrome P450 2C9 -limonene 6-monooxygenase) -limonene 6-monooxygenase) -limonene 7-monooxygenase),89,0.0056041810969082,0.0003680316307194,0.2452961745415481,2.326569965060457e-05,0.0001813558696357,26,0.274836826775674,81196,8,1936,0.0222194167403106,3.6424576821116457,1,provincial_hub,0
9606.ENSP00000360958,CYP4A22,Q5TCH4,Cytochrome P450 4A22,53,0.0033373213273723,3.5360205000763706e-05,0.2388139400009528,9.306365472344291e-06,0.0001009795210506,26,0.3909330436556682,46212,8,1936,0.0,1.7978996462994616,0,peripheral,0
9606.ENSP00000337450,CYP3A7,P24462,Cytochrome P450 3A7,51,0.0032113846735092,9.223987538298464e-05,0.2356053682427969,1.8231734646888145e-05,9.754899706197504e-05,26,0.4330069926158046,44704,8,1936,0.0384467512495194,1.6397946718012744,1,peripheral,0
9606.ENSP00000222982,CYP3A5,P20815,Cytochrome P450 3A5,81,0.0051004344814558,4.500569966455488e-05,0.2420318426032905,2.733918505503048e-05,0.0001551543693133,26,0.3272660005106693,72753,8,1936,0.0243865264441396,3.2208444167831463,1,provincial_hub,0
9606.ENSP00000299529,CRABP1,P29762,Cellular retinoic acid-binding protein 1,8,0.0005037466154524,4.528326785631865e-06,0.2190807460702125,1.6881039903638302e-05,2.326440994344895e-05,8,0.2885855948914299,6158,8,1936,0.75,-0.8371832620036586,4,connector,0
9606.ENSP00000360317,CYP2C8,P10632,Cytochrome P450 2C8,70,0.0044077828852087,0.0001061341460107,0.2433175695618768,2.7395711670372763e-05,0.0001305718603385,26,0.3226139343172556,62369,8,1936,0.0,2.6938278351225224,0,provincial_hub,0
9606.ENSP00000308032,CYP2S1,Q96SQ9,Cytochrome P450 2S1,41,0.0025817014041936,8.787015899264634e-06,0.2249098773052576,5.793317096739683e-06,7.240467810643596e-05,26,0.4615134390277743,33669,8,1936,0.0475907198096372,1.1127780901406503,1,peripheral,0
9606.ENSP00000240285,RDH10,Q8IZV5,Retinol dehydrogenase 10,21,0.0013223348655626,8.764017391947064e-05,0.2187382304082367,1.2046050953791955e-06,5.7200858859478567e-05,16,0.3732893155565108,19222,8,1936,0.0,0.1114465849854646,0,peripheral,0
9606.ENSP00000297785,ALDH1A1,P00352,Aldehyde dehydrogenase 1A1,59,0.0037151312889616,0.0009302182463178,0.2563296905719242,4.672270673200391e-05,0.0001184241133957,26,0.2536641219338658,51586,8,1936,0.2723355357655845,1.6397946718012744,3,peripheral,0
9606.ENSP00000224356,CYP26A1,O43174,Cytochrome P450 26A1,72,0.0045337195390718,0.0003234621096419,0.2350374991881143,2.3079410587219786e-05,0.0001469557047911,26,0.2647915695677411,61650,8,1936,0.2060185185185183,2.377617886126148,5,peripheral,0
9606.ENSP00000498424,CYP26C1,Q6V0L0,Cytochrome P450 26C1,23,0.0014482715194257,2.5932799630501224e-06,0.2222415265294477,2.8532968707656968e-06,5.2523325860759246e-05,20,0.6870178891544038,21041,8,1936,0.1625708884688091,0.1114465849854646,2,peripheral,0
9606.ENSP00000342007,CYP1A2,P05177,Cytochrome P450 1A2 450),91,0.0057301177507713,0.0011812271273896,0.2613328718505585,7.291196654902726e-05,0.0001801765531505,26,0.2847445113085713,83499,8,1936,0.0642434488588334,3.6424576821116457,2,provincial_hub,0
9606.ENSP00000498939,CYP3A4,P08684,Cytochrome P450 3A4 ),117,0.0073672942509917,0.0016941374584301,0.2562406879200573,5.004648962486485e-05,0.0002428434015086,26,0.2077582400380646,107555,8,1936,0.1307619256337204,4.749192503598956,4,provincial_hub,0
9606.ENSP00000378488,CYP1A1,P04798,Cytochrome P450 1A1,102,0.0064227693470184,0.0009198570222452,0.2572631489683676,5.4370996987190616e-05,0.0002001465861055,26,0.263940347063991,94707,8,1936,0.1841599384851979,3.853264314775896,5,provincial_hub,0
9606.ENSP00000363832,AOX1,Q06278,Aldehyde oxidase,88,0.0055412127699767,0.0008806921503873,0.2407632303418265,1.3987319456269982e-05,0.0001882769617136,26,0.1925837435282819,80817,8,1936,0.0446797520661156,3.537054365779521,2,provincial_hub,0
9606.ENSP00000285979,CYP2C18,P33260,Cytochrome P450 2C18,51,0.0032113846735092,8.511826863430264e-05,0.2306480311570772,1.0170160834213665e-05,9.395972320485416e-05,26,0.3477606339645409,42851,8,1936,0.113033448673587,1.5343913554691495,3,peripheral,0
9606.ENSP00000301141,CYP2A6,P11509,Cytochrome P450 2A6 ),84,0.0052893394622504,0.0003931951699327,0.2399110581018481,1.7569491370381257e-05,0.0001717532551374,26,0.2746264621427972,77206,8,1936,0.090702947845805,3.2208444167831463,1,provincial_hub,0
9606.ENSP00000304811,UGT2B7,P16662,UDP-glucuronosyltransferase 2B7,58,0.00365216296203,5.176250250406161e-05,0.2356579377384769,1.4591313876760498e-05,0.0001094193069983,26,0.2120624122448702,48802,8,1936,0.0338882282996433,2.008706278963712,1,peripheral,0
9606.ENSP00000324648,CYP2B6,P20813,Cytochrome P450 2B6,84,0.0052893394622504,0.000130520494287,0.2448390819213068,2.543504580206182e-05,0.0001577961501158,26,0.286577556495026,73368,8,1936,0.0697278911564626,3.2735460749492087,3,provincial_hub,0
9606.ENSP00000311095,CYP4A11,Q02928,Cytochrome P450 4A11,65,0.0040929412505509,0.0001666459944451,0.2439917177437398,1.4993504005937758e-05,0.0001228608019846,26,0.3158997828129176,56264,8,1936,0.0302958579881655,2.377617886126148,1,peripheral,0
9606.ENSP00000475028,UGT2A2,P0DTE5,UDP-glucuronosyltransferase 2A2,41,0.0025817014041936,0.0,0.2321488453291282,1.0997827959375686e-05,8.027124834301281e-05,26,0.2499969200706078,35298,8,1936,0.0,1.1654797483067127,0,peripheral,0
9606.ENSP00000275764,STRA8,Q7Z7C7,Stimulated by retinoic acid gene 8 protein homolog,14,0.0008815565770417,0.0002166062863326,0.2159777066106648,5.733962837023478e-06,5.1405395180021193e-05,11,0.1657675853726533,11371,5,888,0.7244897959183674,-0.6343003255239755,4,connector,0
9606.ENSP00000332256,ALDH1A3,P47895,Retinaldehyde dehydrogenase 3,41,0.0025817014041936,5.085445799100584e-05,0.2250478208687884,3.301918146062345e-06,8.802569190593069e-05,25,0.343200609689181,37307,8,1936,0.0,1.1654797483067127,0,peripheral,0
9606.ENSP00000249750,ALDH1A2,O94788,Retinal dehydrogenase 2 ),40,0.0025187330772621,3.27530466281254e-06,0.2242442231168467,3.1950894412775005e-06,8.565149476684476e-05,25,0.3581285640243244,36377,8,1936,0.0,1.1127780901406503,0,peripheral,0
9606.ENSP00000341021,NANO2_HUMAN,P60321,Nanos homolog 2,20,0.001259366538631,7.589507414798065e-05,0.2187302166577309,1.4521244773652992e-05,6.01902890638798e-05,13,0.2751491297753383,16130,11,893,0.4800000000000002,-0.406554876534188,4,peripheral,0
9606.ENSP00000303174,UGT1A6,P19224,UDP-glucuronosyltransferase 1A6,69,0.0043448145582771,0.0001362463295571,0.2378323650702756,1.6783517098410916e-05,0.0001305328157848,26,0.321010740763263,59603,8,1936,0.0,2.64112617695646,0,provincial_hub,0
9606.ENSP00000002125,NDUFAF7,Q7L592,"Protein arginine methyltransferase NDUFAF7, mitochondrial",22,0.0013853031924941,1.1102727670550982e-07,0.2212568270213235,0.0001912234780401,3.232831033794196e-05,20,0.6524174086160668,17058,12,518,0.0,-0.2391735761597462,0,peripheral,0
9606.ENSP00000323076,NDUFAF3,Q9BU61,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,62,0.0039040362697563,0.0002393961548927,0.2363256897760416,0.0003318462195556,8.374084092783859e-05,47,0.6520517452096332,56480,12,518,0.1227887617065557,0.7923039558076332,2,peripheral,0
9606.ENSP00000379430,NDUFAF6,Q330K2,"NADH dehydrogenase complex I, assembly factor 6",37,0.0023298280964674,5.580706758404804e-05,0.2201944690780328,0.0001675317634438,5.509163875664223e-05,29,0.4950705482679728,30254,12,518,0.1928414901387873,0.0760001141636197,1,peripheral,0
9606.ENSP00000301457,NDUFA7,O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,87,0.0054782444430451,0.000116840347693,0.2414058639053245,0.000595440354721,0.0001092024830404,64,0.7241975094862426,82341,12,518,0.0,1.6232164121146888,0,peripheral,0
9606.ENSP00000263774,NDUFS3,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",158,0.0099489956551854,0.0005463465258587,0.2632962646194263,0.0017092272084799,0.0002065029239508,64,0.3499826761625698,142955,12,518,0.2602948245473482,2.998519788071195,6,provincial_hub,0
9606.ENSP00000356972,NDUFS2,O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",145,0.0091304074050752,0.0006776149342472,0.2643801143253676,0.001534586004917,0.0001922575292727,64,0.3861509337420182,133184,12,518,0.2575980975029726,2.683346097747829,6,provincial_hub,0
9606.ENSP00000418803,TIMMDC1,Q9NPL8,"Complex I assembly factor TIMMDC1, mitochondrial",48,0.0030224796927145,0.0001348954976906,0.2304330936047904,0.0002387395179864,7.343354796277979e-05,36,0.6259297338104938,43700,12,518,0.0407986111111111,0.4771302654842673,1,peripheral,0
9606.ENSP00000252711,NDUFA10,O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",93,0.0058560544046344,1.5067987552890618e-06,0.2507656668737441,0.0011833413601448,0.0001148363984988,64,0.6679470548359738,87059,12,518,0.1227887617065557,1.6232164121146888,3,peripheral,0
